year,indicator_name,indicator_code,indicator's_value,Country
1987,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1986,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1985,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1984,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1983,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1982,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1981,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1980,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1979,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1978,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1977,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1976,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1975,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1974,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1973,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1972,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1971,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
1970,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,Bangladesh
2021,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.490054815,Bangladesh
2020,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.457007846,Bangladesh
2019,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.516998313,Bangladesh
2018,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.501783631,Bangladesh
2017,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.509162512,Bangladesh
2016,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.490629925,Bangladesh
2015,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.628140947,Bangladesh
2014,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.73705326,Bangladesh
2013,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.78131638,Bangladesh
2012,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1.066324564,Bangladesh
2011,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1.051225408,Bangladesh
2010,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.898444844,Bangladesh
2009,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.851690938,Bangladesh
2008,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.712400706,Bangladesh
2007,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.783588563,Bangladesh
2006,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1.286890686,Bangladesh
2005,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1.163325725,Bangladesh
2004,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.981489496,Bangladesh
2003,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.908071955,Bangladesh
2002,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.885287428,Bangladesh
2001,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.69948303,Bangladesh
2000,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.687350828,Bangladesh
1999,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.430095812,Bangladesh
1998,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.316799451,Bangladesh
1997,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.271240318,Bangladesh
1996,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.303754678,Bangladesh
1995,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.324387065,Bangladesh
1994,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.28761643,Bangladesh
1993,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.235350652,Bangladesh
1992,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.213532577,Bangladesh
1991,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.184237103,Bangladesh
1990,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.24391916,Bangladesh
1989,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.211599025,Bangladesh
1988,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.110148062,Bangladesh
1987,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.140821319,Bangladesh
1986,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.136235575,Bangladesh
1985,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.029308868,Bangladesh
1984,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.02916565,Bangladesh
1983,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.07509506,Bangladesh
1982,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,Bangladesh
1981,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.013190646,Bangladesh
1980,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.096208571,Bangladesh
1979,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.05779422,Bangladesh
1978,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.073972611,Bangladesh
1977,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.1408572,Bangladesh
1976,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.09890791,Bangladesh
1975,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.029782484,Bangladesh
1974,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.048154419,Bangladesh
1973,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.057261818,Bangladesh
1972,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.050951242,Bangladesh
1971,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.044029076,Bangladesh
1970,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.033033994,Bangladesh
2021,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.031577189,Bangladesh
2020,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.016478832,Bangladesh
2019,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.040160917,Bangladesh
2018,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.061302761,Bangladesh
2017,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.046039527,Bangladesh
2016,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.031494026,Bangladesh
2015,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.051618323,Bangladesh
2014,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.095958161,Bangladesh
2013,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.136547577,Bangladesh
2012,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.165239329,Bangladesh
2011,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.148237511,Bangladesh
2010,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.110401376,Bangladesh
2009,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.080921545,Bangladesh
2008,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.207602558,Bangladesh
2007,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.146631401,Bangladesh
2006,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.101110752,Bangladesh
2005,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.085431476,Bangladesh
2004,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.088665739,Bangladesh
2003,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.070842254,Bangladesh
2002,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.083750111,Bangladesh
2001,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.054371042,Bangladesh
2000,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.035323148,Bangladesh
1999,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.017950739,Bangladesh
1998,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.008010457,Bangladesh
1997,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.017330874,Bangladesh
1996,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.01780103,Bangladesh
1995,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.013196471,Bangladesh
1994,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.017204913,Bangladesh
1993,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.012315303,Bangladesh
1992,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.014044921,Bangladesh
1991,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.011371516,Bangladesh
1990,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.020320146,Bangladesh
1989,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.009787723,Bangladesh
1988,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.007747298,Bangladesh
1987,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.01015065,Bangladesh
1986,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.007659904,Bangladesh
1985,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.014993193,Bangladesh
1984,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.015034824,Bangladesh
1983,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00967401,Bangladesh
1982,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00355682,Bangladesh
1981,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.004927945,Bangladesh
1980,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.006261258,Bangladesh
1979,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.007750118,Bangladesh
1978,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.004245746,Bangladesh
1977,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.006319153,Bangladesh
1976,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.005780921,Bangladesh
1975,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.002760656,Bangladesh
1974,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.003965451,Bangladesh
1973,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.001020889,Bangladesh
1972,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.001050289,Bangladesh
1971,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.000854001,Bangladesh
1970,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.000599114,Bangladesh
2021,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.610069178,Bangladesh
2020,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.560867699,Bangladesh
2019,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.637717564,Bangladesh
2018,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.649238823,Bangladesh
2017,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.71042001,Bangladesh
2016,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.716140757,Bangladesh
2015,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.89981388,Bangladesh
2014,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.047180748,Bangladesh
2013,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.151683885,Bangladesh
2012,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.554569775,Bangladesh
2011,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.589425068,Bangladesh
2010,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.415909699,Bangladesh
2009,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.192678765,Bangladesh
2008,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.245908424,Bangladesh
2007,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.280146844,Bangladesh
2006,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.621914501,Bangladesh
2005,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.421508609,Bangladesh
2004,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.250330881,Bangladesh
2003,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.172670318,Bangladesh
2002,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.156315805,Bangladesh
2001,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.951029511,Bangladesh
2000,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.923670144,Bangladesh
1999,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.663669373,Bangladesh
1998,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.537803802,Bangladesh
1997,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.511157808,Bangladesh
1996,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.590055046,Bangladesh
1995,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.668909981,Bangladesh
1994,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.60005714,Bangladesh
1993,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.582732541,Bangladesh
1992,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.654704269,Bangladesh
1991,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.628027178,Bangladesh
1990,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.686510707,Bangladesh
1989,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.61585537,Bangladesh
1988,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.549496599,Bangladesh
1987,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.581090659,Bangladesh
1986,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.668100156,Bangladesh
1985,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.335445825,Bangladesh
1984,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.535757688,Bangladesh
1983,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.686116745,Bangladesh
1982,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.870437533,Bangladesh
1981,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.546744126,Bangladesh
1980,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.766135473,Bangladesh
1979,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.693956305,Bangladesh
1978,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.824962994,Bangladesh
1977,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.567852614,Bangladesh
1976,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.767371749,Bangladesh
